tnum,tweet,existence
1400,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 9,Y
3156,THANKS! Its not global warming! RT @RosanneMF: Snowstorm: E Coast Blizzard Tied to Climate Change - @TIME http://bit.ly/9TRnGU (via @emmzee),N
3217,RT @benbalter - So the #snowpocalypse debunks the global warming myth? WRONG. Global Warming makes blizzards worse: http://bit.ly/ali6mD,Y
1473,"Wait here's an idea: it's natural climate change, not human induced global warming. http://bit.ly/alsvDh",N
2327,Maybe NASA Isn't Completely Worthless [Global Warming]|# globalwarming NASA's Solar Dynamics Observatory released .. http://oohja.com/xbopk,Y
1487,Wine grapes have become our best early-warning system for the effects of global warming. http://awe.sm/55QVf via @Slate,Y
141,Global warming science good news - Soils release less carbon than though as world warms: [link],Y
1138,#Canadian #CEOs more keen on #green than global counterparts; preparing for impacts of climate change...http://bit.ly/bgxOba,Y
3220,"But wait, I thought no snowstorms in DC were a sign of global warming? Will you guys make up your minds? http://is.gd/86aXa",N
4654,European Forests and Carbon Sequestration Services: An Economic Assessment of Climate Change Impacts - http://bit.ly/b8ifs9,Y
1529,Spring Comes 10 Days Earlier In U.S. Due To Climate Change: http://huffingtonpost.com/2010/04/21/spring-comes-10-days-earl_n_545790.html,Y
2836,:P Fundamental Ways That Could Stop Global Warming medicine,Y
292,"Cool it, global warming is bad enough without you heating things up.|In the interest of honest discussion, can we .. [link]",Y
4569,Climate Change Watch India: Violation of Pollution and Environment ... http://bit.ly/ahG2tK,Y
2455,Gingrich Defends Global Warming Commercial with Pelosi:  http://bit.ly/dcWxCG,Y
1146,Cleaner Air Could Speed Global Warming|Hugh Pickens writes \Scientists estimate that the US Clean Air Act has cut .. http://oohja.com/xbK49,Y
4526,"it turns out the groundhog saw its shadow the other day , 6 more weeks of winter.   wheres the global warming people ?",N
204,HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report [link],Y
5615,"Pulitzer Prize author brings global warming to light in Chelsea|Dr. Henry Pollack, professor emeritus at the .. http://oohja.com/xaRTl",Y
4868,"Global warming an Olympic worry, says Rogge|VANCOUVER- Global warming is starting to worry the International .. http://oohja.com/x6EOK",Y
5303,Impacts of climate change and how native people are responding ' Coast Salish Gather.. http://retwt.me/1MYW7 (via @NWIFC),Y
5170,"Video: Climate Change Is a Clear and Present Danger: Christopher Field, Ph.D., is the director of the Department o... http://bit.ly/c0gD4x",Y
4560,"Drug discovery technique could help in the battle against global warming: Washington, Feb 4 (ANI): Scientists in T... http://bit.ly/d1PTS1",Y
4328,Global warming to hit rice production: Report | Opalesque ...: Commodities Briefing - free daily updates covering ... http://bit.ly/biAC01,Y
2899,Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark ... - Huffington Post... http://ow.ly/1ogZUK (via @HumanityNews),Y
1634,"Glacier National Park Loses Two More Glaciers Due To Global Warming: Thaindian.com By Meena Kar Montana, Apr 11, (... http://bit.ly/d3ujff",Y
5976,New Global Warming Alarmism from LA Times: 'The World is Running Short on Air Pollution' http://bit.ly/bnCM5P,Y
512,Africa: Monitoring a Changing Climate: The gathering environmental crisis presented by global warming... [link],Y
44,"Global Warming Baloney: According to the experts at NASA, the difference between weather and climate is a measure ... [link]",N
286,An Overview of the Green Car Revolution | Going Green: The increasing awareness about the threat of global warming... [link],Y
2381,Global warming graph attacked by study; 'Ice hockey stick' temperature rise slammed as 'exaggerated'... http://tinyurl.com/y4f7m8m,N
3640,Global Warming Hysteria: Another False Claim Exposed in IPCC Report http://bit.ly/9xlMWu,N
567,"Since Man can't, Mother Earth to end global warming with volcanoes & earthquakes. #ashtag #Hekla #Icelandic",Y
1228,For Earth Day: Resources on coping with climate change: http://tinyurl.com/2cck5xd,Y
2,Carbon offsets: How a Vatican forest failed to reduce global warming [link],Y
2838,There is No Man Made Climate Crisis (Global Warming is a Hoax) http://bit.ly/auUPBL global warming :O,N
5103,"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",N
3883,"Post: ""Drug discovery technique could help in the battle against global warming"" http://tinyurl.com/yjxebsw",Y
5038,Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ IndigPplsRsrcs,Y
4637,"I wish it wouldve been called ""global climate change"" from the start! RT @MotherJones Snowpocalypse: Take That Al Gore! http://bit.ly/9LOMhn",Y
4544,Global Warming? It's All About Land Use http://bit.ly/c8unbr How cities in the American West can fight global warming,Y
1519,"Redding architect Theimer: Global warming doubters ""stupid"": James Theimer, known locally for his environmentally ... http://bit.ly/9jKBvt",Y
1475,Glacial Melt From Global Warming Could Unplug Volcanos: Earthweek - A Diary of the Planet Eruptions of glacial vol... http://bit.ly/boNsiq,Y
1521,Earth Day report: climate change is endangering our health: http://ping.fm/gJLKg,Y
5383,Video: Dem Congressman: Climate Change Is a National Security Issue http://bit.ly/aBvRIB #TCOT,Y
126,Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. [link],Y
5666,Top 10 Surprising Results of Global Warming  http://bit.ly/9pil1G #EarthDay *__ *__,Y
9,"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]",Y
2489,RT@TreeHugger: Giant Glacier Fall in Peru Causes Deadly Tsunami http://bit.ly/am0dlJ ::example #873 why climate change is real,Y
4656,Global Warming lol! Al Gore you need 2 step up your theory brother. This season produced the most snow I seen in life. Evrywk it is snowin,N
5485,Prospects for coordinated global action on climate change ' BraveNewClimate http://retwt.me/1MSqx (via @BraveNewClimate),Y
3402,Now is the time to attack the soft underbelly of unsubstantiated global warming alarmism: http://bit.ly/agVviO #agw @amspec,N
2475,@tasha9698 Yikes...sounds rough..has it always been like that...or is it part of Global warming that's occurring?,Y
2797,Those who demand you believe that Islam is a Religion of Peace also demand you believe in Anthropagenic  Global Warming.,N
1251,"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. http://oohja.com/xbiVi",Y
1172,scary RT @ClimateProject Climate change altering U.S. seasons: Spring 10 days early: http://ow.ly/1BphQ #climate,Y
3997,As Sea Level Rises So Does The Level Of Climate Change Denial http://shar.es/aLckR via @sharethis,Y
1095,"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. http://oohja.com/xc0tB",Y
2558,India: Delhi filmmaker Rohit Gandhi's documentary on climate change wins international award http://bit.ly/avthBz,Y
1680,#ALMS Let me politely suggest that I DO NOT WATCH MOTORSPORTS TO BE LECTURED ON IMAGINARY GLOBAL WARMING! #nascar,N
3174,The Great Thing About Global Warming http://dlvr.it/1fh1,Y
4792,Denial of global warming threat to the American pika means no protection from U.S. http://bit.ly/cLB8VF,Y
133,I LOVE FROG's LEAP!!!! Seriously. RT @grist: What climate change means for the wine industry (via @theclimatedesk) [link],Y
2901,Carbon-Based: Western Australia drought is 'proof of climate change' | Study Abroad Education Links http://retwt.me/1LVj9 (via @myEduLinks),Y
5837,"Princeton University scholar to lecture on clouds, global warming at ...: The Star-Ledger ' NJ.com By Star-Ledger ... http://bit.ly/92hxyZ",Y
2829,It's time to do something about global warming issue in this world before in gets out of control and causes more violent weather,Y
2951,"Despite the sceptics, climate change must remain a priority | Editorial | Comment is free | ... http://tinyurl.com/ykt38vd (via @Earth_News)",Y
1324,"Professor?s Perspective: Reasons to be Concerned about Climate Change|Spring in Connecticut brings renewal, .. http://oohja.com/xaZEP",Y
6082,Global warming: The fossil fuel dilemma: America uses about 20 million barrels per oil each day to serve the needs... http://bit.ly/aEoudt,Y
379,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
3878,Our team is mapping geopolitics of climate change this morning. Which countries/blocks do you think are most important? why? /RT @350,Y
1155,Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show] http://bit.ly/aJHKwp,Y
5950,2010 Leadership Summit to Highlight Role of Biotechnology Innovation in Reducing Climate Change Emissions http://bizwire.pr/70qE2 #BIO,Y
3417,African Farmers Urged to Innovate to Offset Climate Change: Source: Bloomberg - Africa's failure to embrace modern... http://bit.ly/aym1Uc,Y
2333,"WSJ- Global warming alarmists have been discredited, but you wouldn't know it from the rhetoric this Earth Day. http://on.wsj.com/bbuPvl",N
3729,@MargaretKinney oddball winter weather has been linked to global warming. Check out the story on the @NWF *****homepage: http://www.nwf.org,Y
5656,"RT @kalimakhus @SocialistViews Perhaps denial of ""Climate change"" == denial that Capitalism is not sustainable http://socwrk.org/8696",Y
1595,Iceland volcano unlikely to slow global warming: scientists: AFP PARIS À_ Big volcanic eruptions have had a cooling... http://bit.ly/9fkHqu,Y
3912,For those of you doubting global warming because of this snow: Vancouver has had it's warmest Winter on record. It's called a trend line.,Y
1407,RT @WWF_Climate    RT @CarbonDiplomacy Grapes of Wrath: How much trouble does #climate change mean for agriculture? http://bit.ly/abDh6c,Y
138,#Canadian #CEOs more keen on #green than global counterparts; preparing for impacts of climate change...[link],Y
267,On ocean floor populations of organisms despite little oxygen. global warming cause oxygen depletion&reduce biodiversity[link],Y
5248,"GLOBAL WARMING IS A FAIRY TALE! http://tinyurl.com/krwusz Dick Chaney didn't drive an SUV 200,000 years ago, maybe?",N
1397,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 7,Y
31,@New_federalists  i have it on good auth tht global warming also causes toe fungus.  We R all fortunate tht thr IS no global warming! #tcot,N
1165,"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. http://oohja.com/xbBaT",Y
3474,RT @txvoodoo: Dr Jeff Masters of @wunderground has a great blog about storms & global warming: http://is.gd/7YoX4,Y
524,Chew's focus is on the ways global warming is causing the redistribution of plant and animal species. [link],Y
1479,"Government Report Says Global Warming May Cause Cancer, Mental Illness: A new government report says global warmin... http://bit.ly/cmuSvn",Y
1395,"If capitalism doesnÀ_t end climate change, climate change will end capitalism - #degrowth http://bit.ly/afdSTy",Y
215,"Military leads fight against climate change: The U.S. military, the government's largest fuel buyer, is leading th... [link]",Y
319,RT @organicnewyork: Climate change making seasonal allergies worse.  Near-record highs this Spring.  [link],Y
1600,SCIENCE: Scientists explore the evolution of climate change http://url4.eu/2aBIi,Y
3149,"It's official: This is snowiest winter on record for DC. But hey, climate change is probably fake, right... http://is.gd/86P86",Y
4843,"Solar energy can be used to combat climate change: Experts|NOIDA (Uttar Pradesh), Feb.9 : Solar energy can be .. http://oohja.com/x6GJQ",Y
3204,"RT @keder    RT @bglscout: Climate change, weather, what's the difference? #tcot #teaparty #glennbeck",N
3779,@jmac82 So much for global warming! :-P,N
2339,The Key to Fixing Global Warming? China|Energy secretary Steven Chu wants to change the way people think about .. http://oohja.com/xbm8b,Y
2476,"While doing home-improvement projects, consider the larger home ' Earth. Help Stop Global Warming Check it out: http://look.ac/cabuvv",Y
1453,Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 1,Y
3202,Flakes: Global Warming Deniers Use Massive Snowstorm as Ammo http://ow.ly/16xWC8,Y
2391,Global Warming Likely to Worsen Allergies in Maine http://bit.ly/a1YAWL,Y
676,Climate Change Fraud - The Scandal of Solar Power in Spain [link],N
4508,Los Angeles Jobs - *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr* http://ow.ly/16vsyu,Y
3,Carbon offsets: How a Vatican forest failed to reduce global warming [link],Y
4730,"Enough with the ""Where's your global warming now with all of this snow, cold?"".  As a joke, getting old.  As serious comment, idiotic.",Y
